content	label
حسبنا الله نعم الوكيل فيكم في مجلس النواب الحالي الذي لا يمثل الشعب الاردني فهم غير سائلين عن الشعب يبحثون عن مناصب وزاريه رواتب خياليه بينما المواطن الاردني طفح الكيل معه اصبح لا يطيق الحياه	Negative
اطالب برحيل هذه الحكومه	Negative
يارب اهدنا وقوى عزيمتا الى ما تحب وترضى	Positive
شغل مشغول قرف يع	Negative
يا رب خد بيدنا يا جبرنا يا جبار السموات والارض	Positive
قال حكم قال	Negative
كلام جميل	Positive
هم اللي مصخرو انفسهم	Negative
يالله ما اروع هائولاء الناس	Positive
انا انجنيت	Negative
اللهم ارزقنا ان نكون مثلهم	Positive
احلى صباح من احلى شيخ في العالم	Positive
كيد النساء لولا مكر الرجال لما خلقت حواء بكيد عظيم	Negative
يلعن اخت المياعه والبياخه	Negative
صباحك مبروك عدوك مهلوك	Positive
الحمد انا متفائله جدا في كا امور حياتي ورح اضل هيك دائما	Positive
صباح الخير الاشراق الامل	Positive
ان من صفات الاسلام الامانه	Positive
صباحكم هلا و شوق و غلا ،، صباحكم نور و فرح و سرور،، صباحكم ذوق و قدركم فوق ،؛ صباحكم حب وسعاده	Positive
قرف يقرف اللبنانيين شو تافهين	Negative
عنجد هذا الانسان تافه وحقير	Negative
بالله عليك فين الاناقه في الناس اللي بتغني دي	Negative
خير الكلام ما قل دل	Positive
ترى هاي فاهمه موضوع الوطنيه غلط ترى مش لحالك اردنيه والله اعلم اذا انك اردنيه اصلا شغل سوالف حصيده	Negative
الك يوم يا ظالم	Negative
حلوه اوى الحمله دي وربنا يارب يكرمك وكل الي بيتبرعو	Positive
نظام اقتصاد الاردن فقط لا يتبع اي نظام اقتصادي موضوع، لا اشتراكي ولا راسمالي ولا اسلامي ولا مختلط.	Negative
كلام جميل الكرامه افضل ابقى للانسان	Positive
ما بقى للسحيجه اشي يسترزقوا منه ،فضائح شركه الولاء وموارد والفوسفات والفساد عادت الى الواجهه .	Negative
نسعى بكل همه وجهد للحصول على مصادر طاقه رخيصه تعزز من اقتصاد الاردن كون الطاقه تشكل ربع موازنه الدوله	Positive
صباح كل جميل في هذا الكون	Positive
فشلوه مره صدق انهم دلوخ	Negative
اقسم بالله قرف المريض نفسيا للابد يبقى مريض نفسيا	Negative
مشان الله حد يعمله هوشه بدنا نعطللنا شوي	Negative
اي الله صحيح اهم شي الانسان كرامته	Positive
كلام ما في جدل	Positive
كلمه حب عجبتنى جيت اقؤلها جرحتنى	Negative
شو نوع الحشيش ؟؟	Negative
صباحك ورد ياسمين معطرين بنسمات من الجنه يا شيخنا الجليل حفظك الله من كل سوء نحبك في الله	Positive
غرباء نحن حتي في احلامنا نعيش واقع ليس لنا فيه نصيب. .؟ نتمني اشياء كثيره لكن بدون ان نتحمل اي مسؤوليه. URL الى انفسنا فقط	Negative
لا عنجد زلمه شكلو بخوف	Negative
لا يوجد كفائات بالاردن قادره على اداره هكذا مشروع	Negative
ما اجمل الاخاء	Positive
شنو السالفه يعني اتقارنون القران الكريم ويه نجوه كرم هاي العرمه لا الله الا الله	Negative
هذا سلامي يسبق البرق الطير فيه الحروف معطره بالتحيه	Positive
سلام عليكم طبتم تقال للطيبين عندما يساقون للجنه وهم من طابت اقوالهم وافعالهم في الدنيا . اللهم اجعلنا منهم..	Positive
حلوه وهي ساكته اذا ابتسم كرهت شكلها	Negative
حطمت كل احلامي البريئه	Negative
المومين الى بعضهم كالبناء الزى يشد بعضه البعض	Positive
الله لا يشبعكو يا حراميه	Negative
اشرب من كاس المر	Negative
المشكله في ناس تقنع حالها انه جورج وسوف له علاقه بالاغاني	Negative
اللهم اهدنا صراطك المستقيم	Positive
الحمد لله الذي نصرنا نصرا مبين	Positive
عيش زي ما بدك ما ترد على حدا ابدا	Positive
واطي وماجور وسافل ومنحط وكريه وغبي وسطحي وحقو قرش مصدي وبيسوى صرمايه	Negative
لكن للاسف عنا كلمه معاق في الحياه العامه في الاردن تستخدم للتعبير عن الشخص الغبي علشان هيك انا قلت ذوي الاحتياجات الخاصه افضل	Negative
لان ديانا كرزون البغله الاردنيه لا تستحق ذلك	Negative
بجد موضوع رائع وانا اجد انه مناسب ايضا لهذا الوقت يارب احفظنا من جميع الفتن	Positive
استخفف من لجنه التحكيم	Negative
شعب لا يحركه هذا الظلم التعدي على كرامته هو شعب لا يستحق الحياه	Negative
مابتحكي معه هيك انزلع لاعاد اشووفك جلطتني	Negative
يا ترى الحكومه بدها تزيد دعم المواطن الي الله يكون في عونه	Negative
الله يثبته يا رب ويثبتنا نحن كمان	Positive
اخر واحد مهستر	Negative
مثل الاميره من حواليها حرس تمشي دلع و من الترف متعاليه ما كل خيال يروض له فرس مهره اصيله من حلاها غاليه	Positive
تعليم الاطفال على الاغاني وعلى الرقص بدل من تعليم القران الكريم بدل من تعليم الدين الله لا يوفقكم	Negative
وبكل تبلد اعترف لكم باني اقل نساء الارض صبرا	Negative
ليش يعني اخترت انه مصيره في فتح يا تافه وفي المؤتمر السادس كمان يا ابن الكلب	Negative
صلوا علي من بكي شوقا لرؤيتنا	Positive
من اهم مشاكل التعليم الجامعي في الجامعات الرسميه الاردن، مشكله الاعداد حيث ان كل جامعه متجاوزه السقف الاستيعابي لها بالاف الطلاب	Negative
خبار الموت تهز قلوبنا بعمق وسياتي اليوم الذي تهتز فيه قلوب من حولنا لموتنا ، يارب نسالك حسن الختام ورضاك عنا	Positive
الخشوع احساس جميل جد امام الله القلب يحب الدمع صافي متعه بعد الصلاه راحه فائقه اتمنى لكل المسلمين هذا الخشوع	Positive
صباح الدرب للجنه وبلبل شادى بفنه وريحه الياس والحنه اقولها لكل احبابي اللهم اجعلنا ممن يتمتعون بروح وريحان وجنه النعيم من الرحمن	Positive
النقاش العقلاني ينتهي يانك تقنع الشخص يا انك تقتنع اذا ما انتهى النقاش كذا واللي قدامك مصدي الحل الثالث تتفل بوجهه و بكذا يكون انتهى النقاش	Negative
تؤلمني باسم الحب	Negative
دلوعه حيوانه?	Negative
وجعتو راسي	Negative
حلو الشخص يكون عنده هدف يشتغل عليه لكن الدراسه شئ ضروري	Positive
اللهم قني عذاب النار ادخلني جناتك	Positive
قرف يقرفك	Negative
ساترك حبك ليس كرها فيك ولكن لكثره الشركاء فيه	Positive
ماعندك شرف	Negative
بطلت كتير وكل ما اترك والتزم مع ربنا برجع تاني وكل اما ارجع ارجع اكتر من الاول	Positive
اكثر بني ادم يعاني في الحياه هو المغترب بين الاردن والسعوديه لا اللي هنا فاهين عليه ولا اللي هناك والكل ما بحبو	Negative
اللهم لا اعتراض على حكمك ارزقنا انت خير الرازقين	Positive
يا طيبه الخير جينا يا طيبه بالروح افتدينا	Positive
صدقت يا استاذ عمر	Positive
برنامج فاشل جدا	Negative
يا لله ارحم احبتي و شافيهم وعافيهم واعف عنهم	Positive
اضحك وفرفش لكن بحب واداب اعرف حدود المزح واعرف محله	Positive
سخيفه قووه	Negative
هذول مجانين اكيد ما بوافق مش هبله انا	Negative
يا لطيف الله يلطف فينا يصلحنا ظاهر باطن	Positive
دائما تبعث النشاط الحيويه في النفوس مع كل صباح اسعد الله صباحك	Positive
انا الوحيده الي احس طعم الببسي كنه حديد مصدي	Negative
اتفه على هيك برنامج عالمي	Negative
اللهم اهدنا فيمن هديت وعافنا فيمن عافيت	Positive
الله يرحم هلبلاد من الحراميه والمتسلقين على قوت الشعب لك الله ياشعبنا	Positive
فضحتونا من وين نحنا بال 48 عنا برامج هيك تافها ومخمج	Negative
كيف صرت كاتب يا زلمه ؟؟ انت كثير عليك حمار	Negative
جميل جدا	Positive
نشاطر اخوتنا في الاردن احزانهم على الاغتيال الوحشي للطيار معاذ الكساسبه داعين الله ان يكون من الشهداء و ان يسكنه فسيح جناته	Negative
يا الله عالمواساه يرحم ايام زمان	Positive
جمهور لا يياس الى اخر ثانيه	Positive
سلطان القرف	Negative
الحب في الله شيء جميل جدا	Positive
شو هالمنشور الوسخ	Negative
من ترك شيئا لله عوضه الله نورا وايمانا في قلبه	Positive
الله على دينا العظيم	Positive
اللهم ارزقنا الصدق الاخلاص	Positive
يا حبيبي هاي صار للرجال تنانير؟ تفي هيك رجاله	Negative
عيب عليكوا تقارنوا وحده زى دى بالمصحف الى هوا كلام ربنا	Negative
انا فعلا مؤمن بالفكره دي جدا وبحاول انفذها	Positive
عشان هيك قال النبي صلى الله عليه وسلم ان الكذب يهدي الى الفجور والفجور يهدي الى النار	Positive
رب كريم	Positive
والله الناس دي ما شايله هم ابدا علشان كده مسخرو نفسهم او كرامتهم راحت	Negative
دمرني النصاني هودعيك يربي بطني	Negative
لجنه تافهه	Negative
لا تخسر قيمتك بكلمه، ولا تفقد احترامك بزله، ولا تجعل همك في الدنيا هو حب الناس لك،فالناس قلوبهم متقلبه قد تحبك اليوم و تكرهك غدا	Positive
هذا عدا عن عنصريتكم البغيضه وجلافتكم وعنجهيتكم الفارغه مع بقيه الشعوب	Negative
يعني لو عايزين يبعوه بلغوني من القرف هاض يع يع يع	Negative
انا ما اغيب الا اذا كرهت اني ابقى راجع افعالك قبل كل حاجه	Negative
احسنت كلام دقيق جدا	Positive
اللهم اصلح نفوسنا لما يرضيك عنها	Positive
لو اغلقت الابواب في وجهك واظلمت الدنيا خنقتك الدموع و ضاقت بك الارض استحضر معنى اسم الله الفتاح القادر سبحانه قادر على فتح ما انغلق من امرك	Positive
هذا واحد واطي ميمثل غير نفسه	Negative
اللهم ارزقنا فعل الخيرات وترك المنكرات	Positive
اللهم وفقنا لما تحب ترضى يا رب	Positive
امشي عدل يحتار عدوك فيك	Positive
العجوز هذا والرجال الي بجنبه بله واغبياء وانهم يثبطون الواحد	Negative
صباح الحريه والنصر	Positive
لا ياس مع الحياه	Positive
و ما من دابه في الارض لا طائر يطير بجناحيه الا على الله رزقه	Positive
عدوله السامج هذا خرب اوم المقطع قسسم زباله هالادمي ودمه ززفت انا ضحكت	Negative
يارب ناخذ القرار الصح	Positive
اظن انهم حبو وانجرحوا وضاعت عقولهم وما دخل قلوبهم الا اغاني الجروح عشان كذا حافظينها وجايين يقولونها اللهم لاشماته	Negative
عجبتنى الحلقه	Positive
فعلا الطاقه الشمسيه هي البديل ليست النوويه لان حتى الدول المتقدمه صارت تتخلص من النووي تتجه للطاقه البديله خصوصا نحن الاردن بلد مشمس عالطول السنه الكلفه ما اتوقع اكثر من الطاقه النوويه	Negative
فيروسات بشريه	Negative
واي ناس فاظيين صج عاهات	Negative
حاويه زباله بوجهك	Negative
والله هبل في هبل	Negative
طيب الله انفاسك وياسلام لو الشباب او الشابات اذا احبو يحبون كجب شاه جاهان وممتاز محل	Positive
الجمال : ليس فقط شيئا نراه بل هو شيء نكتشفه ، روح جميله ، وفكر جميل ، اخلاق جميله ، وادب جميل	Positive
قرفت انتحر عن الدرج	Negative
و تربت على كتوفنا تشحننا بالتفاؤل ايضا صباحك اسعد	Positive
يمتاز الاردن بتنوع السياحه فيه فتنقسم السياحه الى سياحه علاجيه سياحه دينيه سياحه معارض سياحه اثار	Positive
ربنا يقوي ايمانك	Positive
بارد ومصقع	Negative
حرام السخريه من الناس	Negative
لا شو انا مسخره كلكو خنازير	Negative
ليش ما نتعلم من الي صار في اليابان وروسيا المانيا الغت نظرتها في بناء مفاعلات نوويه استخدام الطاقه البديله	Negative
هذا الشخص هو انت يامصطفى	Positive
لكن هذا البرنامج السخيف الرخيص واضح التمثيل فيه	Negative
ان شاء الله ربنا يعينا على فعل الطاعات	Positive
اهلا وسهلا بشخصك الكريم	Positive
كس امكم يالعرب يابهايم يابقايا حضارات الامم	Negative
قول يا رب وخد قرار	Positive
ربى يزيدن ايمان وتقه يارب	Positive
انا علي ثقه اني استطيع فعل اي شئ لاني انا من صنع الله	Positive
بلد يديرها اغبياء حراميه	Negative
ما شاء الله جميله جدا	Positive
والله مش طبيعي حرام الله غير تنتشر السرقه النهب خرب الامان النشور	Negative
كل شئ ماله معنى بهالحياه الا الفلوس هي الحياه وهي من تقرر مصير كل شئ بهالدنيا الا شئ واحد الموت لا يتناغم مع الفلوس	Positive
ربنا يقويكى على اخد القرار الصح واحسنى الظن بالله وتوكلى عليه وربنا يقويكى على ضعفك يارب ويعدك عن الغلط ده	Positive
اكيد الله لا يحرمنا من هالنعمه العظيمه	Positive
خبل معوق	Negative
فعلا والله هو القرار والثبات عليه	Positive
سبحان الله اللهم ارزقنا الطمانينه اليقين	Positive
اكيد حياتي ما في حدا بشبهك لو في كان نتحرت زمان	Negative
تركنا كل شئ من اجل رضا الله اللهم ارضى عنا	Positive
يا سلام ما احلى ان يواسي المسلم اخاه هذه هي اخلاق الاسلام	Positive
بنص المقطع سقاله موطبيعيه	Negative
اللهم اكثر من امثالك يا دكتور عمروالله نفسنا تشرفنا فى مسجد الصديق بشرتون هليوبوليس	Positive
الله ما يحرمنا من كلماتك الحلوه يا شيخنا	Positive
ترتيب ونظام منقطع النظير في احدى مدارس الاناث بقطاع غزه	Positive
صباح ملؤه الحب العرفان	Positive
زنخه زيك	Negative
شباب صايع مو ملاقي ياكل مخه فاضي متخلف عقليا	Negative
اذا كان حالك احسن من حالو دوس لايك وقول سبحان الله	Negative
هو نحن خلينا نخلص ام هالبرجين اللي صرلهم 16 سنه بعدين بنفكر نعمل نووي سلمي من الديسي	Negative
طريق واحد عدم اليئس هو طريق النجاح	Positive
شفتها اقول وشذا الكيك	Negative
ربنا اصلح احوالنا	Positive
لا مو حقودين ولا شي	Negative
يهدي الله من يشاء	Positive
انا داشره وغير متزوجه ولدي علاقات مشبوه واحشش واحيانا اهرب مخدرات و اجيد التسليك احب ان انكب نفسي وعلاقتي بالمنزل متوتره جد	Negative
عاهات اللهم لاشماته	Negative
و نرجو لك دوام الخير المحبه من الله من الناس	Positive
الله لا يرفعه من مكانه اللي برفع الاسعار	Negative
من المدرب مرورا بالمدافعين والوسط الى المهاجمين كلهم كانوا في اسوء حالاتهم	Negative
وقف قلبو لحسن الشافعي	Negative
المشاركين بينو للناس انه اللى قايمين على البرنامج حمير	Negative
عاهات العرب الجرب	Negative
فعلا زي ما حكى اخر شي مهزله وانا مهزله اللي ضيعت وقتي اشوف هيك مسخره فعلا اني مسخره	Negative
سبحان الله مواقف لها معنى قيمه فعلا تعلم ما شاء الله	Positive
والله نفسى بس الواحد بيجى عليه فترات ينسى يعمل ايه بجد	Positive
الله يلعنك	Negative
مفيش اكرم ولا ارحم من ربنا	Positive
اللهم ابعد عنى شهوات الدنيا وقربنى منك واغفر لى ولكل المومنين	Positive
التطبيقات قليله بالمتجر ولازال امام مايكروسوفت عمل طويل للتغلب على هذه المشكله	Negative
كل شخص فينا بيتمنى الخشوع في صلاته يا رب يتقبل صلاتنا صيامنا	Positive
لا طبعا التقرب الى الله هو خير علاج للحالات النفسيه	Positive
ايه الاحساس الراقى	Positive
ارجوك يا استاذنا الفاضل ادعيلي بالنجاح في مسابقه المجستير العام القادم والشفاء بارك الله فيك	Positive
والله لو طلبوا مين اللي عندو قلب قوي ?? متر للجري مايتقدم ولا حمار عربي	Negative
حلمي اكون ممثله افلام دعاره	Negative
سبحان الله خالق السماوات الارض	Positive
قمه التخلف البشري الله يشفيهم	Negative
كلام طيب	Positive
اما الغبي اللي يقلد جورج وسوف	Negative
صدقتي رائعه معبره الكلام	Positive
تدرون يا جماعه الخير انها بتتعدب والله	Negative
اللهم باركي فيه واهدي كل مسلم لطريق النور	Positive
انا عرف شيء والله ببكي اكتر ما بضحك	Negative
اللهم اجعلنا ممن يعطي الامانه حقه	Positive
احسن اظن بالله وتوكل عليه وحده	Positive
جزاك الله كل خير بسمه امل رائعه وشيقه جد	Positive
اخر واحد اش فيه مجنون المفرووض اللجنه تمنع المجانين	Negative
صادقه وفنانه من الزمن الجميل والفن اخلاق واحساسها يدرس	Positive
ساعد نفسك بنفسك حتى تجد الطريق المناسب الذي تريده، اكتشف قدراتك واستغل مواهبك ولا تترك نفسك لحيث تاخذك الرياح فينتهي العمر قبل ان تحقق حلمك!	Positive
والنعم والاخلاق والنعم والصداقه والنعم الاخوه	Positive
اللهم رزقنا مكارم الاخلاق	Positive
صباح الرحمه و البركات ان شاء الله	Positive
انته جميل جدا ربنا يثبتك واتمني ان كل المسلمين تكون اخلاقياتهم في حياتهم العاديه قدوه ودعوه لكل غير المسلمين	Positive
دعوه اخاك بظهر الغيب لا ترد	Positive
فدمك عود مع عنبر	Positive
لا تحاول لفت انتباه احد , ان لم تكن ملفت بالفطره ستبدو احمقا بالتظاهر	Negative
الله اكرم الاكرمين اللهم اعنا على انفسنا واللهم ارضى عنك يارب العالمين	Positive
كانت الحياه صعبه والمدرسين خشنين واغلبهم من الاردن وفلسطين لكنهم علمونا الادب والعلم غفر الله لامواتهم	Positive
ربنا يصلح احوالنا يا رب ظاهرا باطن	Positive
ان شاء الله وربنا يعيننا	Positive
الجنه تحت اقدام الامهات , اللهم اجعل امهاتنا من نساء الجنه	Positive
صح لسانك	Positive
سلمت سلمت يداك انها الاخلاق الكريمه التي علمنا اياها رسولنا الاعظم صلوات الله سلامه عليه اننا انشاء الله سنفعل ما بوسعنا حتى نرسم صوره راقيه جميله عن ديننا اخلاقنا الله المستعان	Positive
ما ارحمك يا ربى بخلقك سبحانك يا حبيبى يا الله	Positive
بعض الاصدقاء يشبهون المطر في قدرتهم على تعديل المزاج هؤلاء من احتاجهم بقربي	Positive
جزاك الله كل خير دكتور عمرو ربنا يتقبل منا منكم سائر الاعمال	Positive
ملاحظه الكبسه ما بتكهرب والله	Negative
اي تفائل هاد يا زلمه روح تشائم احسلك	Negative
يا سيدي هدول عاهات ولله يعني فيك تسحب عليهم قرض من البنك كونهم عاهات	Negative
احذفه لاني بجلس احش فيهم لمين اكفر	Negative
الاخلاص اللهم انا نسالك الاخلاص فى القول العمل السر العلن	Positive
ماشي هسا انا صرت وله طيب في حدا بيشبهك كتتير	Negative
لو سمحت لا تقول اخبار مغلوطه ولا ابعطيك انفولو جيب رابط الخبر وبلاش تصرف من راسك	Negative
يخرب بيتك ما ازنخك	Negative
صباح النور السرور الورد المنثور	Positive
صوتها بعير ومصدقه حالها	Negative
يجب على كل مسلم الاعتزاز بدينه في جميع الامور صغيرها كبيرها	Positive
الحياه مستمره سواء ضحكت ام بكيت	Negative
كرهت كلمه نازح، لاجئ، ازمه، وضع، توره، تاريخ، جغرافيا	Negative
طلعوا العرب اخس واخس واخس	Negative
ياريت حدا عم يواسي السوريين بغربتهن للاسف باب رزق جديد للعرب	Positive
والله انك ما زليه يا شيخ اكيد مدفوعله من تحت تحت	Negative
برنامج معوق ومشاركين معوقين:	Negative
الحمد لله على نعمه العقل و سعه الفهم و نضوج الفكر	Positive
الله يلعن الي علمكم التطور يا متخلفين يا رجعيين	Negative
انا اشوفه انه عادي ولا فيه اي معنى وايش مليوني مشاهد والله انه ما يستحق الى هذا الحد من المشاهده وبعدين هاض شي مقزز	Negative
هكذا المسلمون	Positive
هو هذا اسلامك يا زاني	Negative
يا سلام على الوفاء اللي اتفقد في عصرنا ويا حسرتاه على الحب الذي بات مجرد كلمات	Positive
يلعن ام الازعاج	Negative
انا لا احلم ان اغير العالم ولكن احلم بان استطيع ان ارسم البسمه علي وجوه الاخرين	Positive
يعني ما اختار الا الاغنيه اللي اغلب احرفها الحرف اللي يقرط فيه	Negative
فعلا البت جده لما تحتاج ليه هو الانسان الصادق هو البستاهل تضحي عشان	Positive
اموت فيج رويده	Negative
الحب الحقيقي عمله نادره فعلا وهو نعمه كبيره من الله عزوجل	Positive
لانهم يمكن يكونو قاهرينك	Negative
لا استطيع اللهم ارزقنا العافيه وشكر نعمتك	Positive
احتمال ما يشارك الليو البايخ	Negative
فعلا الله يجزيك كل الخير دكتور والله يثبتنا على ديننا	Positive
يسعد صباحك بذكر الرحمن	Positive
انما المؤمنون اخوه فاصلحو ذات البين	Positive
تسلم انت وافكارك	Positive
نسال الله العفو العافيه	Positive
على الاقل هناك رجل وفي لامراه احبها وهذا يسعدني	Positive
هاي اخلاق خليلنا الحبيب	Positive
صح علشان كده منكذبش ونرتاح	Positive
يا رب اجعلنا من الصالحين	Positive
الله يخلف علينا بس ، يقال لا فقر اكثر من الجهل ولا غنى افضل من العقل !!	Negative
ربنا يهديني ويجعلني من الخاشعين والمسلمين اجمعين	Positive
نسال الله تعالى ان تكون بحق ارحنا بها يا بلال ليس ارحنا منه	Positive
الف الف مبروك يستاهل والله يوفقكم	Positive
احلى اشي في الحياه الاستقرار مع زوج صالح	Positive
والله رفعتوا راسنا يا شباب الله يقويكم	Positive
الماء اساس الحياه	Positive
يارب كرهنى وابعدنى فيما يغضبك	Positive
مش من بني ادم انتي من جنس الحيوانات	Negative
الفلاكا تجعل من يتناولها يعتقد انه زومبي واكل لحوم البشر ويبدا بالبحث عن دم ليشربه وظهرت في التسعينات في امريكيا ثم اختفت	Negative
اخرس صحيح ما تفهم	Negative
خليه يرفع لكن اللي عنده وطنيه انتماء يصف سيارته بالشارع يروح على الشغل مشي	Negative
غبي الله يزيد غباك	Negative
معك حق	Positive
اﻻسلام ليس فيه رهبانيه انما هو دين علم وعمل وبحث URL وعندما طبقنا هذا المبدا سدنا العالم	Positive
هذول مساجين ولا ايش	Negative
يخرب الدلع	Negative
جسمها حلو ترقص عاريه	Negative
ولك واحد كندره	Negative
بيجيبو الشيوخ ليسهز فيهم	Negative
هي فلسطين راحت من قليل يا ولاد المخنثه لعنه الله عليكم فظحتونا	Negative
لا مش فاهماك	Negative
كلام حقيقي	Positive
من الي ضاحك عليهم انو اصواتهم حلوه	Negative
هاد برنامج وسوبر ستار بنامج شوف البريطان شو بعملو فعلن سوبر الهبل	Negative
ما اثقل دمك ما اغباك	Negative
وش فيك معصب خلاص بعطيك اللايك الي جاني خخ	Negative
ربنايقويك اتشجعي وخوذي قرار وخلي الصحبه الصلحه جنبيك	Positive
الحريه غاليه لن تجدها عند متسول اخواني ساذج لايملك منطق ولافكر	Negative
صبحكم الله ياهل الطيب بالخير يسعد ضحاكم الظهر العشيه	Positive
كنا نقول البلد حاميها حراميها ماذا سنقول الان مفتيها حراميها الله الواحد تحير في هذه الامه التي اصبح الحليم فيها حيران	Negative
زمان المطربيين اللى غنو لهم المعاتيه دول ولعو فى مقابرهم وبيعيطو بدل الدموع دم على تراثهم اللى راح	Negative
هذا هو المهم	Positive
شكرا دكتور فكلماتك لها بالغ الاثر في نفوسنا	Positive
صباح الخير لك ياشيخ لكم كلماتك دائما تشعرني بالامان والسكينه والرضي بما كتب الله	Positive
الثقه بالله ثم النفس ويارب اجعلنا من يغير الناس الي ما ترضيه	Positive
ولا جورج في الزمنات بس حرام يفضحوهم	Negative
انا شوفت وقاحه بس زاي وقاحه الاخوان ما شوفت	Negative
كثر الله من امثالك زادك الله علم	Positive
لدى الاردن مؤهلات عظيمه لاستغلال الطاقه الشمسيه وطاقه الرياح وطاقه باطن الارض والوقود الحيوي. وكلها طاقه امنه ونظيفه ومتجدده.	Positive
هاي نتيجه انه ينحط انسان في موقع مسؤوليه	Negative
اقترح تحويلهم الى طبيب نفسي ليس الى القضاء	Negative
مين اللي ضاحك عليهم وقايل ان اصواتهم حلوه	Negative
مؤامره معروفه ضد الشرفاء في هذا البلد	Negative
بالله تسكتوا خلينا بحالنا بدناش مشاكل ايه	Negative
والله حرام يعني ما يدرون انهم مصخره	Negative
كسم العته البشرى	Negative
اساس الاصلاح واهم مرتكزاته المعلم داخل غرفه الصف مع طلابه وتلاميذه والاعتماد عليه بالتنفيذ لخطط واستراتيجيات عليا	Positive
التنفس العميق يوفر علاج طبيعي للصداع	Positive
اللهم ثبتنا على قيام الليل في رمضان	Positive
يارب دعوناك فستجب لنا وحقق لنا ماهو اصلح وافضل لنا	Positive
الشعب الذي اختار نواب خرجين سجون سوابق بستاهل اكثر من هيك مشان 50 دينار الله لا يرد هيك شعب	Negative
يا رب رضينا امنا صدقنا فارضينا برضاك عنا اجبر كسر قلوبنا هون علينا	Positive
كارثه بشريه	Negative
وربي كلبتي جات جلست عندي اول ما فتحت هالفيديو ويوم خلص التفت لها الا والاقيها نايمه	Negative
اتحزن فان الله يدافع عنك والملائكه تستغفر لك و المؤمنون يشركونك في دعائهم كل صلاه و النبي صلى الله عليه سلم يشفع و القران يعدك وعدا حسنا و فوق هذا رحمه ارحم الراحمين	Positive
عرب جرب	Negative
والمصحف عاهات	Negative
فتاه تحاول استعراض جسدها	Negative
المواساه والمحبه بكل الامور رمز الاخوه	Positive
الله حيهم هالشباب انتوا القدوه	Positive
ما شاء الله .. ونعم التعليم في الاردن URL ابدعوا الشباب !!	Positive
شو هل الاهبل	Negative
واسال الله من اثواب رحمته سترا جميلا على الزلات مشتملا وان ييسر لي سعيا اكون به مستبشرا جذلا لا باسرا وجلا *	Positive
شكرا للنجمه الراقيه كنزه اخبار النجوم	Positive
يا رب اسعد قلبي و قرب لي الخير	Positive
بعرف بس مو حلو	Negative
اللهم ارزقني كما ترزق البغاث	Positive
هنا نجد اصحاب السوء يحضرون بقوه لان ها هولاء لم يحظروالى بعد تشجيع من اناس حولهم	Negative
الله لا يخلف عليهم لا يكثر خيرهم فعلن شعب مسكين عبد الله النسور بطل رفع الاسعار	Negative
ما بتحبو حد	Negative
مهزله التاريخ	Negative
التفائل حلو في الحياه بس الاهم تكون عايش مع ناس متفائلين مش تكون لحالك المتفائل	Positive
اما وهابيتك فحدث ولا حرج الناس يقادون الى المساجد غصبا ويجلدون كالابقار ان هم ابوا	Negative
بيه الزناخه	Negative
يعني كل جامعات الاردن عندهم نظام، و احنا عنا خرا	Negative
يا رب ارزقنا الفرح والسعاده	Positive
انه دين يسر وليس بدين عسر	Positive
صباح الهمه النشاط شيخنا الفاضل	Positive
ان شاء الله هنكمل مشوار النجاح	Positive
وجهك مش الك	Negative
كلب وحقير	Negative
البنزين يجي من السعوديه باقل الاسعار الحكومه عندنا تدبل سعره	Negative
يارب اجمع امتك علي دينك يارب وشت اعداء الدين	Positive
اللهم ثبتنا بالقول الثابت في الحياه الدنيا وفي الاخره	Positive
صبح يحكي للتلفزيون الاردني العقار في الاردن رخيص ! وجميل .. رخيص يعني بنقدر نملك شقه ب 100	Negative
يا الله ما احلاه من خبر والله فرحتوني	Positive
تسلم صرمايتك	Negative
مرره دلوع	Negative
الى اعتصام مفتوح ميدان تحرير للتخلص من قوى الفساد الافساد	Negative
ماكرمك يا ربي يا كريم	Positive
الحمدلله على السلامه وماتشوف شر .. طهور وقدامك العافيه ان شاء الله	Positive
كل سنه وانتم طيبين	Positive
لا والله ما بلسه يع	Negative
بس الحكام ماعندهم ذوق للاسف	Negative
البرنامج فاشل جدا	Negative
خير صديق في الزمان كتاب	Positive
هلا كففت عن قسوتك	Negative
صور جميله	Positive
الدين عباره عن اخلاق وحسن التعامل مع الناس وتهذيب النفس قبل ما يكون مجموعه من العبادات !	Positive
شكلو عمرو ماشاف كاميرا تصورو	Negative
الله يجعل ابوك وامك من اهل النار اذا بتعيد هالحركه مره ثانيه	Negative
الله يشافيك يعافيك من كل داء وهامه اخي سيد الوكيل	Positive
وش هالتحف والله مساكين ماكلين مقلب بقوه	Negative
اللهم تب علينا انك التواب الرحيم	Positive
اكيد ماحدا بيقدر يارب اعن الفقراء واعنا مساعدتهم	Positive
لا تياسوا من روح الله، الله تعالى لا يعجزه شيء، فكم من مريض شفاه، وكم من فقير اغناه، وكم من مشرف على الهلاك نجاه، وكم من ضال هداه	Positive
الروح و المال تفداك يا قلبي	Positive
